team,league_points,wins,losses,map_differential,maps_won,maps_lost,opponent_points,opponent_differential,sim_number,rank
Chengdu Hunters,13,11,5,16,38,22,116,-63,7367,2
Seoul Dynasty,12,12,4,16,38,22,120,-33,7367,3
Philadelphia Fusion,10,10,6,14,37,23,126,-16,7367,4
Hangzhou Spark,8,8,8,4,33,29,128,-9,7367,5
New York Excelsior,7,7,9,-4,28,32,124,-23,7367,6
Guangzhou Charge,4,4,12,-23,16,39,140,66,7367,7
Los Angeles Valiant,0,0,16,-45,3,48,146,102,7367,8
Shanghai Dragons,23,12,4,21,38,17,124,-21,7368,1
Chengdu Hunters,13,11,5,17,38,21,116,-67,7368,2
Seoul Dynasty,12,12,4,18,39,21,120,-37,7368,3
Philadelphia Fusion,10,10,6,12,36,24,126,-11,7368,4
Hangzhou Spark,8,8,8,3,32,29,128,-7,7368,5
New York Excelsior,7,7,9,-4,28,32,124,-25,7368,6
Guangzhou Charge,4,4,12,-22,18,40,140,65,7368,7
Los Angeles Valiant,0,0,16,-45,3,48,146,103,7368,8
Shanghai Dragons,23,12,4,20,38,18,122,-25,7369,1
Chengdu Hunters,13,11,5,19,38,19,117,-68,7369,2
Seoul Dynasty,13,11,5,15,38,23,123,-30,7369,3
Philadelphia Fusion,11,11,5,16,38,22,124,-17,7369,4
Hangzhou Spark,7,7,9,0,31,31,131,0,7369,5
New York Excelsior,7,7,9,-4,28,32,125,-22,7369,6
Guangzhou Charge,5,5,11,-20,18,38,136,55,7369,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,7369,8
Shanghai Dragons,22,12,4,22,38,16,123,-28,7370,1
Chengdu Hunters,13,11,5,15,38,23,117,-60,7370,2
Philadelphia Fusion,11,11,5,16,38,22,124,-19,7370,3
Seoul Dynasty,11,11,5,12,35,23,122,-23,7370,4
Hangzhou Spark,8,8,8,4,34,30,128,-7,7370,5
New York Excelsior,7,7,9,-2,30,32,125,-26,7370,6
Guangzhou Charge,4,4,12,-21,18,39,139,58,7370,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,7370,8
Shanghai Dragons,20,12,4,22,38,16,125,-19,7371,1
Seoul Dynasty,12,12,4,16,38,22,120,-32,7371,2
Chengdu Hunters,12,10,6,11,35,24,118,-53,7371,3
Philadelphia Fusion,10,10,6,14,37,23,125,-22,7371,4
Hangzhou Spark,10,9,7,9,35,26,126,-18,7371,5
New York Excelsior,7,7,9,-5,27,32,124,-21,7371,6
Guangzhou Charge,4,4,12,-22,18,40,141,69,7371,7
Los Angeles Valiant,0,0,16,-45,3,48,145,96,7371,8
Shanghai Dragons,20,12,4,20,38,18,124,-18,7372,1
Chengdu Hunters,13,10,6,15,37,22,117,-67,7372,2
Seoul Dynasty,12,12,4,19,40,21,121,-38,7372,3
Philadelphia Fusion,9,9,7,8,34,26,128,-1,7372,4
Hangzhou Spark,8,8,8,3,33,30,129,-6,7372,5
New York Excelsior,8,8,8,0,30,30,121,-37,7372,6
Guangzhou Charge,5,5,11,-20,18,38,138,62,7372,7
Los Angeles Valiant,0,0,16,-45,3,48,146,105,7372,8
Shanghai Dragons,23,12,4,21,38,17,124,-22,7373,1
Chengdu Hunters,13,10,6,13,37,24,118,-59,7373,2
Seoul Dynasty,12,12,4,18,39,21,121,-33,7373,3
Philadelphia Fusion,10,10,6,13,36,23,125,-16,7373,4
Hangzhou Spark,8,8,8,2,32,30,129,-1,7373,5
New York Excelsior,7,7,9,-3,29,32,124,-27,7373,6
Guangzhou Charge,5,5,11,-18,20,38,138,56,7373,7
Los Angeles Valiant,0,0,16,-46,2,48,145,102,7373,8
Shanghai Dragons,20,12,4,22,38,16,125,-18,7374,1
Seoul Dynasty,14,12,4,17,38,21,120,-35,7374,2
Chengdu Hunters,12,10,6,12,36,24,118,-58,7374,3
Philadelphia Fusion,10,10,6,12,36,24,125,-15,7374,4
Hangzhou Spark,9,9,7,9,35,26,126,-19,7374,5
New York Excelsior,7,7,9,-3,29,32,124,-28,7374,6
Guangzhou Charge,4,4,12,-23,16,39,141,72,7374,7
Los Angeles Valiant,0,0,16,-46,2,48,145,101,7374,8
Shanghai Dragons,23,12,4,21,38,17,123,-27,7375,1
Chengdu Hunters,13,11,5,17,38,21,117,-64,7375,2
Philadelphia Fusion,11,11,5,16,38,22,124,-18,7375,3
Seoul Dynasty,11,11,5,12,35,23,122,-23,7375,4
Hangzhou Spark,8,8,8,3,33,30,128,-5,7375,5
New York Excelsior,7,7,9,-3,29,32,125,-24,7375,6
Guangzhou Charge,4,4,12,-20,19,39,139,55,7375,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,7375,8
Shanghai Dragons,22,12,4,21,38,17,124,-21,7376,1
Chengdu Hunters,13,11,5,17,38,21,116,-67,7376,2
Seoul Dynasty,12,12,4,18,39,21,120,-38,7376,3
Philadelphia Fusion,10,10,6,12,36,24,126,-10,7376,4
Hangzhou Spark,8,8,8,3,32,29,128,-8,7376,5
New York Excelsior,7,7,9,-3,29,32,124,-27,7376,6
Guangzhou Charge,4,4,12,-23,16,39,140,67,7376,7
Los Angeles Valiant,0,0,16,-45,3,48,146,104,7376,8
Shanghai Dragons,23,12,4,21,38,17,124,-20,7377,1
Seoul Dynasty,13,12,4,17,39,22,120,-36,7377,2
Chengdu Hunters,13,11,5,15,38,23,116,-63,7377,3
Philadelphia Fusion,10,10,6,12,37,25,126,-11,7377,4
Hangzhou Spark,8,8,8,5,34,29,128,-12,7377,5
New York Excelsior,7,7,9,-2,30,32,124,-29,7377,6
Guangzhou Charge,4,4,12,-23,17,40,140,68,7377,7
Los Angeles Valiant,0,0,16,-45,3,48,146,103,7377,8
Shanghai Dragons,23,12,4,21,38,17,123,-24,7378,1
Chengdu Hunters,13,11,5,15,38,23,117,-59,7378,2
Philadelphia Fusion,11,11,5,15,38,23,124,-17,7378,3
Seoul Dynasty,11,11,5,14,37,23,122,-30,7378,4
Hangzhou Spark,8,8,8,4,33,29,128,-10,7378,5
New York Excelsior,7,7,9,-2,30,32,125,-25,7378,6
Guangzhou Charge,4,4,12,-23,17,40,139,64,7378,7
Los Angeles Valiant,0,0,16,-44,4,48,146,101,7378,8
Shanghai Dragons,20,12,4,21,38,17,125,-16,7379,1
Chengdu Hunters,13,10,6,13,37,24,118,-62,7379,2
Seoul Dynasty,12,12,4,19,39,20,120,-39,7379,3
Philadelphia Fusion,10,10,6,10,35,25,125,-9,7379,4
Hangzhou Spark,9,9,7,7,35,28,126,-15,7379,5
New York Excelsior,7,7,9,-2,30,32,124,-32,7379,6
Guangzhou Charge,4,4,12,-22,17,39,141,70,7379,7
Los Angeles Valiant,0,0,16,-46,2,48,145,103,7379,8
Shanghai Dragons,22,12,4,20,38,18,124,-16,7380,1
Chengdu Hunters,13,11,5,14,38,24,116,-59,7380,2
Seoul Dynasty,12,12,4,19,39,20,120,-42,7380,3
Philadelphia Fusion,10,10,6,12,35,23,126,-13,7380,4
Hangzhou Spark,8,8,8,5,34,29,128,-14,7380,5
New York Excelsior,7,7,9,-3,29,32,124,-25,7380,6
Guangzhou Charge,4,4,12,-24,17,41,140,72,7380,7
Los Angeles Valiant,0,0,16,-43,5,48,146,97,7380,8
Shanghai Dragons,20,12,4,20,38,18,124,-18,7381,1
Chengdu Hunters,14,11,5,17,38,21,116,-67,7381,2
Seoul Dynasty,12,12,4,17,39,22,120,-37,7381,3
Philadelphia Fusion,10,10,6,13,37,24,126,-12,7381,4
Hangzhou Spark,8,8,8,5,33,28,128,-13,7381,5
New York Excelsior,7,7,9,-3,29,32,124,-27,7381,6
Guangzhou Charge,4,4,12,-23,16,39,140,68,7381,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,7381,8
Shanghai Dragons,20,12,4,20,38,18,124,-18,7382,1
Seoul Dynasty,14,12,4,18,39,21,121,-33,7382,2
Chengdu Hunters,12,10,6,12,35,23,117,-63,7382,3
Philadelphia Fusion,9,9,7,7,33,26,128,0,7382,4
Hangzhou Spark,8,8,8,4,32,28,129,-5,7382,5
New York Excelsior,8,8,8,2,31,29,121,-43,7382,6
Guangzhou Charge,5,5,11,-17,19,36,138,56,7382,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,7382,8
Shanghai Dragons,20,12,4,21,38,17,123,-26,7383,1
Chengdu Hunters,16,11,5,18,38,20,115,-73,7383,2
Seoul Dynasty,14,12,4,16,38,22,121,-29,7383,3
Philadelphia Fusion,9,9,7,9,35,26,129,0,7383,4
New York Excelsior,8,8,8,0,30,30,121,-37,7383,5
Hangzhou Spark,7,7,9,0,31,31,131,3,7383,6
Guangzhou Charge,5,5,11,-18,20,38,137,52,7383,7
Los Angeles Valiant,0,0,16,-46,2,48,147,110,7383,8
Shanghai Dragons,23,12,4,21,38,17,123,-23,7384,1
Seoul Dynasty,13,12,4,18,39,21,121,-33,7384,2
Chengdu Hunters,13,11,5,15,38,23,116,-64,7384,3
Philadelphia Fusion,10,10,6,12,36,24,126,-12,7384,4
Hangzhou Spark,7,7,9,1,32,31,131,1,7384,5
New York Excelsior,7,7,9,-3,29,32,124,-28,7384,6
Guangzhou Charge,5,5,11,-18,20,38,137,55,7384,7
Los Angeles Valiant,0,0,16,-46,2,48,146,104,7384,8
Shanghai Dragons,20,12,4,20,38,18,123,-23,7385,1
Chengdu Hunters,14,11,5,19,38,19,116,-71,7385,2
Seoul Dynasty,12,12,4,17,39,22,121,-33,7385,3
Philadelphia Fusion,10,10,6,13,37,24,126,-11,7385,4
Hangzhou Spark,7,7,9,0,31,31,131,1,7385,5
New York Excelsior,7,7,9,-4,28,32,124,-25,7385,6
Guangzhou Charge,5,5,11,-19,19,38,137,55,7385,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,7385,8
Shanghai Dragons,20,12,4,22,38,16,124,-23,7386,1
Chengdu Hunters,15,11,5,16,38,22,115,-69,7386,2
Seoul Dynasty,12,12,4,17,38,21,120,-34,7386,3
Philadelphia Fusion,9,9,7,9,35,26,129,-2,7386,4
Hangzhou Spark,8,8,8,4,34,30,128,-8,7386,5
New York Excelsior,8,8,8,0,31,31,121,-37,7386,6
Guangzhou Charge,4,4,12,-22,17,39,140,65,7386,7
Los Angeles Valiant,0,0,16,-46,2,48,147,108,7386,8
Shanghai Dragons,20,12,4,20,38,18,123,-21,7387,1
Chengdu Hunters,14,11,5,17,38,21,116,-68,7387,2
Seoul Dynasty,12,12,4,18,40,22,121,-36,7387,3
Philadelphia Fusion,10,10,6,12,37,25,126,-9,7387,4
Hangzhou Spark,7,7,9,1,32,31,131,-2,7387,5
New York Excelsior,7,7,9,-2,30,32,124,-30,7387,6
Guangzhou Charge,5,5,11,-20,18,38,137,59,7387,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,7387,8
Shanghai Dragons,20,12,4,19,38,19,124,-15,7388,1
Chengdu Hunters,13,10,6,13,37,24,118,-57,7388,2
Seoul Dynasty,11,11,5,15,38,23,122,-35,7388,3
Philadelphia Fusion,10,10,6,13,37,24,126,-13,7388,4
Hangzhou Spark,9,9,7,8,35,27,126,-21,7388,5
New York Excelsior,8,8,8,0,31,31,122,-31,7388,6
Guangzhou Charge,4,4,12,-24,16,40,140,71,7388,7
Los Angeles Valiant,0,0,16,-44,4,48,146,101,7388,8
Shanghai Dragons,21,12,4,21,38,17,123,-25,7389,1
Chengdu Hunters,13,11,5,17,38,21,117,-66,7389,2
Seoul Dynasty,11,11,5,15,38,23,122,-31,7389,3
Philadelphia Fusion,11,11,5,14,38,24,124,-12,7389,4
Hangzhou Spark,8,8,8,2,32,30,128,-5,7389,5
New York Excelsior,7,7,9,-1,31,32,125,-30,7389,6
Guangzhou Charge,4,4,12,-22,17,39,139,61,7389,7
Los Angeles Valiant,0,0,16,-46,2,48,146,108,7389,8
Shanghai Dragons,23,12,4,22,38,16,123,-28,7390,1
Chengdu Hunters,13,11,5,15,38,23,115,-67,7390,2
Seoul Dynasty,12,12,4,16,38,22,121,-28,7390,3
Philadelphia Fusion,9,9,7,9,35,26,129,-1,7390,4
New York Excelsior,8,8,8,2,32,30,121,-41,7390,5
Hangzhou Spark,7,7,9,0,31,31,131,4,7390,6
Guangzhou Charge,5,5,11,-18,19,37,137,52,7390,7
Los Angeles Valiant,0,0,16,-46,2,48,147,109,7390,8
Shanghai Dragons,23,12,4,22,38,16,124,-22,7391,1
Seoul Dynasty,14,12,4,18,38,20,119,-42,7391,2
Chengdu Hunters,13,11,5,16,38,22,116,-65,7391,3
Philadelphia Fusion,9,9,7,8,34,26,129,1,7391,4
Hangzhou Spark,8,8,8,4,32,28,127,-14,7391,5
New York Excelsior,8,8,8,1,32,31,122,-35,7391,6
Guangzhou Charge,3,3,13,-28,14,42,142,78,7391,7
Los Angeles Valiant,1,1,15,-41,5,46,145,99,7391,8
Shanghai Dragons,20,12,4,21,38,17,123,-24,7392,1
Chengdu Hunters,14,11,5,16,38,22,116,-67,7392,2
Seoul Dynasty,11,11,5,14,37,23,122,-29,7392,3
Philadelphia Fusion,10,10,6,11,35,24,127,-4,7392,4
Hangzhou Spark,8,8,8,4,33,29,128,-9,7392,5
New York Excelsior,8,8,8,2,31,29,122,-39,7392,6
Guangzhou Charge,4,4,12,-22,17,39,139,62,7392,7
Los Angeles Valiant,0,0,16,-46,2,48,147,110,7392,8
Shanghai Dragons,20,12,4,19,38,19,124,-14,7393,1
Seoul Dynasty,13,12,4,20,40,20,120,-44,7393,2
Chengdu Hunters,13,11,5,16,38,22,116,-66,7393,3
Philadelphia Fusion,10,10,6,10,35,25,126,-6,7393,4
Hangzhou Spark,8,8,8,4,33,29,128,-12,7393,5
New York Excelsior,7,7,9,-2,30,32,124,-30,7393,6
Guangzhou Charge,4,4,12,-23,18,41,140,70,7393,7
Los Angeles Valiant,0,0,16,-44,4,48,146,102,7393,8
Shanghai Dragons,20,12,4,20,38,18,124,-19,7394,1
Chengdu Hunters,14,11,5,17,38,21,116,-67,7394,2
Seoul Dynasty,12,12,4,18,40,22,120,-39,7394,3
Philadelphia Fusion,10,10,6,12,37,25,126,-9,7394,4
Hangzhou Spark,8,8,8,3,32,29,128,-9,7394,5
New York Excelsior,7,7,9,-2,30,32,124,-29,7394,6
Guangzhou Charge,4,4,12,-23,16,39,140,67,7394,7
Los Angeles Valiant,0,0,16,-45,3,48,146,105,7394,8
Shanghai Dragons,20,12,4,22,38,16,124,-23,7395,1
Chengdu Hunters,14,11,5,15,38,23,116,-63,7395,2
Seoul Dynasty,12,12,4,16,38,22,120,-32,7395,3
Philadelphia Fusion,10,10,6,13,37,24,126,-14,7395,4
Hangzhou Spark,8,8,8,5,34,29,128,-10,7395,5
New York Excelsior,7,7,9,-3,29,32,124,-27,7395,6
Guangzhou Charge,4,4,12,-22,17,39,140,65,7395,7
Los Angeles Valiant,0,0,16,-46,2,48,146,104,7395,8
Shanghai Dragons,19,11,5,16,35,19,126,-7,7396,1
Chengdu Hunters,14,11,5,14,38,24,116,-63,7396,2
Seoul Dynasty,13,13,3,23,41,18,118,-49,7396,3
Philadelphia Fusion,10,10,6,11,36,25,126,-9,7396,4
Hangzhou Spark,7,7,9,2,33,31,130,-7,7396,5
New York Excelsior,7,7,9,-1,31,32,124,-33,7396,6
Guangzhou Charge,5,5,11,-19,19,38,138,63,7396,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,7396,8
Shanghai Dragons,20,12,4,19,38,19,124,-13,7397,1
Chengdu Hunters,15,11,5,16,38,22,116,-67,7397,2
Seoul Dynasty,12,12,4,19,40,21,120,-41,7397,3
Philadelphia Fusion,10,10,6,11,36,25,126,-9,7397,4
Hangzhou Spark,8,8,8,6,34,28,128,-15,7397,5
New York Excelsior,7,7,9,-3,29,32,124,-29,7397,6
Guangzhou Charge,4,4,12,-22,17,39,140,69,7397,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,7397,8
Shanghai Dragons,23,12,4,20,38,18,125,-15,7398,1
Seoul Dynasty,13,12,4,19,40,21,120,-39,7398,2
Chengdu Hunters,12,10,6,12,37,25,118,-57,7398,3
Philadelphia Fusion,10,10,6,13,36,23,125,-17,7398,4
Hangzhou Spark,9,9,7,6,35,29,126,-13,7398,5
New York Excelsior,7,7,9,-3,29,32,124,-27,7398,6
Guangzhou Charge,4,4,12,-21,18,39,141,67,7398,7
Los Angeles Valiant,0,0,16,-46,2,48,145,101,7398,8
Shanghai Dragons,20,12,4,19,38,19,124,-15,7399,1
Seoul Dynasty,13,12,4,19,40,21,121,-37,7399,2
Chengdu Hunters,12,10,6,12,36,24,117,-62,7399,3
Philadelphia Fusion,9,9,7,8,34,26,128,-2,7399,4
Hangzhou Spark,8,8,8,4,32,28,129,-7,7399,5
New York Excelsior,8,8,8,2,32,30,121,-42,7399,6
Guangzhou Charge,5,5,11,-18,19,37,138,59,7399,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,7399,8
Shanghai Dragons,19,11,5,18,37,19,126,-16,7400,1
Chengdu Hunters,15,11,5,17,38,21,117,-61,7400,2
Seoul Dynasty,13,13,3,20,41,21,117,-45,7400,3
Philadelphia Fusion,10,10,6,14,37,23,126,-16,7400,4
Hangzhou Spark,7,7,9,0,31,31,129,-5,7400,5
New York Excelsior,7,7,9,-5,27,32,125,-17,7400,6
Guangzhou Charge,4,4,12,-23,18,41,140,66,7400,7
Los Angeles Valiant,1,1,15,-41,5,46,144,94,7400,8
Shanghai Dragons,20,12,4,21,38,17,123,-24,7401,1
Seoul Dynasty,14,12,4,18,39,21,121,-34,7401,2
Chengdu Hunters,14,11,5,16,38,22,116,-67,7401,3
Philadelphia Fusion,10,10,6,11,36,25,126,-7,7401,4
Hangzhou Spark,7,7,9,0,31,31,131,2,7401,5
New York Excelsior,7,7,9,-1,31,32,124,-33,7401,6
Guangzhou Charge,5,5,11,-19,18,37,137,56,7401,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,7401,8
Shanghai Dragons,21,12,4,21,38,17,122,-29,7402,1
Chengdu Hunters,12,10,6,14,36,22,119,-58,7402,2
Philadelphia Fusion,11,11,5,16,38,22,124,-17,7402,3
Seoul Dynasty,11,11,5,14,37,23,123,-26,7402,4
New York Excelsior,8,8,8,1,31,30,123,-32,7402,5
Hangzhou Spark,7,7,9,-1,30,31,131,4,7402,6
Guangzhou Charge,5,5,11,-19,18,37,136,51,7402,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,7402,8
Shanghai Dragons,19,11,5,16,35,19,127,-4,7403,1
Chengdu Hunters,14,11,5,17,38,21,116,-68,7403,2
Seoul Dynasty,13,13,3,23,41,18,117,-54,7403,3
Philadelphia Fusion,10,10,6,12,36,24,126,-10,7403,4
Hangzhou Spark,8,8,8,5,33,28,127,-18,7403,5
New York Excelsior,7,7,9,-3,29,32,124,-28,7403,6
Guangzhou Charge,4,4,12,-24,15,39,141,76,7403,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,7403,8
Shanghai Dragons,23,12,4,21,38,17,124,-19,7404,1
Chengdu Hunters,13,11,5,17,38,21,115,-73,7404,2
Seoul Dynasty,12,12,4,18,39,21,120,-38,7404,3
Philadelphia Fusion,9,9,7,7,33,26,129,4,7404,4
Hangzhou Spark,8,8,8,5,33,28,128,-12,7404,5
New York Excelsior,8,8,8,1,30,29,121,-41,7404,6
Guangzhou Charge,4,4,12,-23,16,39,140,69,7404,7
Los Angeles Valiant,0,0,16,-46,2,48,147,110,7404,8
Shanghai Dragons,22,12,4,22,38,16,124,-23,7405,1
Chengdu Hunters,13,11,5,18,38,20,116,-68,7405,2
Seoul Dynasty,12,12,4,17,38,21,120,-38,7405,3
Philadelphia Fusion,10,10,6,12,36,24,126,-9,7405,4
Hangzhou Spark,8,8,8,4,32,28,128,-12,7405,5
New York Excelsior,7,7,9,-3,29,32,124,-26,7405,6
Guangzhou Charge,4,4,12,-26,15,41,140,73,7405,7
Los Angeles Valiant,0,0,16,-44,4,48,146,103,7405,8
Shanghai Dragons,19,11,5,16,35,19,127,-6,7406,1
Chengdu Hunters,15,10,6,14,37,23,119,-59,7406,2
Seoul Dynasty,12,12,4,20,40,20,119,-46,7406,3
Philadelphia Fusion,11,11,5,15,38,23,123,-19,7406,4
Hangzhou Spark,9,9,7,6,35,29,125,-18,7406,5
New York Excelsior,7,7,9,-3,29,32,125,-25,7406,6
Guangzhou Charge,4,4,12,-22,17,39,141,70,7406,7
Los Angeles Valiant,0,0,16,-46,2,48,145,103,7406,8
Shanghai Dragons,19,11,5,15,35,20,127,-4,7407,1
Seoul Dynasty,14,13,3,24,41,17,117,-52,7407,2
Chengdu Hunters,13,11,5,16,38,22,115,-70,7407,3
Philadelphia Fusion,9,9,7,8,34,26,129,0,7407,4
Hangzhou Spark,8,8,8,2,32,30,127,-8,7407,5
New York Excelsior,8,8,8,0,31,31,121,-38,7407,6
Guangzhou Charge,4,4,12,-19,20,39,141,64,7407,7
Los Angeles Valiant,0,0,16,-46,2,48,147,108,7407,8
Shanghai Dragons,20,12,4,20,38,18,124,-19,7408,1
Chengdu Hunters,15,11,5,18,38,20,116,-69,7408,2
Seoul Dynasty,12,12,4,17,39,22,120,-38,7408,3
Philadelphia Fusion,11,10,6,12,37,25,126,-8,7408,4
Hangzhou Spark,8,8,8,4,32,28,128,-12,7408,5
New York Excelsior,7,7,9,-2,30,32,124,-29,7408,6
Guangzhou Charge,4,4,12,-24,16,40,140,69,7408,7
Los Angeles Valiant,0,0,16,-45,3,48,146,106,7408,8
Shanghai Dragons,19,11,5,18,37,19,127,-11,7409,1
Chengdu Hunters,14,11,5,18,38,20,116,-69,7409,2
Seoul Dynasty,13,13,3,21,41,20,117,-50,7409,3
Philadelphia Fusion,10,10,6,11,36,25,126,-6,7409,4
Hangzhou Spark,8,8,8,4,32,28,127,-16,7409,5
New York Excelsior,7,7,9,-2,30,32,124,-29,7409,6
Guangzhou Charge,4,4,12,-26,15,41,141,77,7409,7
Los Angeles Valiant,0,0,16,-44,4,48,146,104,7409,8
Shanghai Dragons,19,11,5,18,37,19,127,-11,7410,1
Seoul Dynasty,15,13,3,20,41,21,117,-46,7410,2
Chengdu Hunters,14,11,5,14,38,24,116,-58,7410,3
Philadelphia Fusion,10,10,6,14,37,23,126,-17,7410,4
Hangzhou Spark,8,8,8,5,34,29,127,-16,7410,5
New York Excelsior,7,7,9,-3,29,32,124,-24,7410,6
Guangzhou Charge,4,4,12,-24,17,41,141,73,7410,7
Los Angeles Valiant,0,0,16,-44,4,48,146,99,7410,8
Shanghai Dragons,23,12,4,21,38,17,124,-20,7411,1
Seoul Dynasty,13,12,4,19,39,20,120,-42,7411,2
Chengdu Hunters,13,11,5,19,38,19,115,-75,7411,3
Philadelphia Fusion,9,9,7,7,33,26,129,5,7411,4
Hangzhou Spark,8,8,8,3,32,29,128,-10,7411,5
New York Excelsior,8,8,8,0,30,30,121,-37,7411,6
Guangzhou Charge,4,4,12,-25,16,41,140,72,7411,7
Los Angeles Valiant,0,0,16,-44,4,48,147,107,7411,8
Shanghai Dragons,23,12,4,20,38,18,124,-18,7412,1
Seoul Dynasty,13,12,4,18,39,21,120,-38,7412,2
Chengdu Hunters,13,11,5,17,38,21,116,-68,7412,3
Philadelphia Fusion,10,10,6,12,36,24,126,-10,7412,4
Hangzhou Spark,8,8,8,4,32,28,128,-10,7412,5
New York Excelsior,7,7,9,-3,29,32,124,-28,7412,6
Guangzhou Charge,4,4,12,-22,17,39,140,66,7412,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,7412,8
Shanghai Dragons,23,12,4,22,38,16,124,-24,7413,1
Chengdu Hunters,13,11,5,15,38,23,116,-64,7413,2
Seoul Dynasty,12,12,4,16,38,22,120,-31,7413,3
Philadelphia Fusion,11,10,6,12,37,25,126,-11,7413,4
Hangzhou Spark,8,8,8,4,34,30,128,-7,7413,5
New York Excelsior,7,7,9,-2,30,32,124,-30,7413,6
Guangzhou Charge,4,4,12,-21,18,39,140,62,7413,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,7413,8
Shanghai Dragons,23,12,4,22,38,16,123,-27,7414,1
Chengdu Hunters,13,11,5,19,38,19,116,-71,7414,2
Seoul Dynasty,11,11,5,13,36,23,122,-29,7414,3
Philadelphia Fusion,11,10,6,12,36,24,127,-5,7414,4
Hangzhou Spark,8,8,8,4,32,28,128,-11,7414,5
New York Excelsior,8,8,8,0,30,30,122,-33,7414,6
Guangzhou Charge,4,4,12,-25,15,40,139,67,7414,7
Los Angeles Valiant,0,0,16,-45,3,48,147,109,7414,8
Shanghai Dragons,20,12,4,20,38,18,123,-20,7415,1
Chengdu Hunters,13,10,6,12,35,23,118,-59,7415,2
Seoul Dynasty,12,12,4,19,40,21,121,-38,7415,3
Philadelphia Fusion,10,10,6,11,36,25,126,-7,7415,4
New York Excelsior,8,8,8,3,32,29,122,-41,7415,5
Hangzhou Spark,7,7,9,1,32,31,131,-2,7415,6
Guangzhou Charge,5,5,11,-20,18,38,137,60,7415,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,7415,8
Shanghai Dragons,23,12,4,21,38,17,124,-21,7416,1
Chengdu Hunters,13,11,5,16,38,22,116,-62,7416,2
Seoul Dynasty,12,12,4,17,39,22,120,-38,7416,3
Philadelphia Fusion,10,10,6,14,37,23,126,-15,7416,4
Hangzhou Spark,8,8,8,4,33,29,128,-12,7416,5
New York Excelsior,7,7,9,-3,29,32,124,-24,7416,6
Guangzhou Charge,4,4,12,-25,16,41,140,71,7416,7
Los Angeles Valiant,0,0,16,-44,4,48,146,101,7416,8
Shanghai Dragons,20,12,4,21,38,17,125,-18,7417,1
Chengdu Hunters,13,10,6,15,37,22,117,-66,7417,2
Seoul Dynasty,12,12,4,17,39,22,120,-36,7417,3
Philadelphia Fusion,9,9,7,10,36,26,128,-6,7417,4
Hangzhou Spark,9,9,7,7,35,28,126,-16,7417,5
New York Excelsior,8,8,8,-1,30,31,121,-34,7417,6
Guangzhou Charge,4,4,12,-23,16,39,141,70,7417,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,7417,8
Shanghai Dragons,22,12,4,20,38,18,123,-20,7418,1
Chengdu Hunters,13,11,5,15,38,23,116,-64,7418,2
Seoul Dynasty,12,12,4,18,39,21,121,-34,7418,3
Philadelphia Fusion,10,10,6,12,36,24,126,-12,7418,4
Hangzhou Spark,7,7,9,2,33,31,131,-2,7418,5
New York Excelsior,7,7,9,-3,29,32,124,-28,7418,6
Guangzhou Charge,5,5,11,-18,20,38,137,56,7418,7
Los Angeles Valiant,0,0,16,-46,2,48,146,104,7418,8
Shanghai Dragons,20,12,4,20,38,18,125,-13,7419,1
Chengdu Hunters,13,10,6,12,36,24,117,-61,7419,2
Seoul Dynasty,12,12,4,18,40,22,120,-41,7419,3
Hangzhou Spark,9,9,7,9,35,26,126,-23,7419,4
Philadelphia Fusion,9,9,7,8,34,26,128,-1,7419,5
New York Excelsior,8,8,8,3,32,29,121,-43,7419,6
Guangzhou Charge,4,4,12,-25,15,40,141,77,7419,7
Los Angeles Valiant,0,0,16,-45,3,48,146,105,7419,8
Shanghai Dragons,22,12,4,21,38,17,123,-24,7420,1
Chengdu Hunters,13,11,5,16,38,22,116,-65,7420,2
Seoul Dynasty,12,12,4,17,39,22,121,-33,7420,3
Philadelphia Fusion,10,10,6,12,37,25,126,-10,7420,4
Hangzhou Spark,7,7,9,1,32,31,131,-1,7420,5
New York Excelsior,7,7,9,-2,30,32,124,-29,7420,6
Guangzhou Charge,5,5,11,-20,18,38,137,58,7420,7
Los Angeles Valiant,0,0,16,-45,3,48,146,104,7420,8
Shanghai Dragons,21,12,4,22,38,16,125,-17,7421,1
Seoul Dynasty,12,12,4,18,38,20,121,-33,7421,2
Chengdu Hunters,11,9,7,8,34,26,120,-51,7421,3
Philadelphia Fusion,10,10,6,11,35,24,124,-17,7421,4
